"Technology","Age","CustomerSince","SupportCallsLastYear","AverageBill","ChurnIndicator"
"landline",34,2015-05-24 22:27:16,4,42,0.004
"fiber",15,2011-07-15 22:27:16,3,48,0.093
"landline",38,2013-10-27 23:27:16,5,96,0.008
"4G",67,2012-05-25 22:27:16,2,38,0.053
"phone",16,2012-01-07 23:27:16,0,98,0.005
"landline",58,2013-03-14 23:27:16,3,22,0.032
"phone",69,2012-06-12 22:27:16,1,39,0.023
"phone",1,2011-10-25 22:27:16,3,81,0.026
"4G",4,2014-08-18 22:27:16,5,62,0.024
"4G",19,2012-05-08 22:27:16,10,83,0.09
"fiber",56,2011-05-24 22:27:16,3,90,0.051
"fiber",46,2015-08-31 22:27:16,0,26,0.003
"4G",68,2011-09-16 22:27:16,3,95,0.034
"fiber",12,2012-03-11 23:27:16,9,98,0.097
"4G",67,2011-10-01 22:27:16,3,21,0.152
"4G",69,2012-12-25 23:27:16,2,29,0.058
"4G",75,2013-01-01 23:27:16,0,105,0.005
"4G",76,2013-01-28 23:27:16,3,60,0.036
"phone",45,2013-07-11 22:27:16,0,27,0.011
"phone",2,2013-01-17 23:27:16,0,10,0.037
"phone",66,2015-04-07 22:27:16,7,60,0.012
"landline",56,2013-04-09 22:27:16,0,35,0.005
"fiber",1,2014-05-25 22:27:16,0,64,0.006
"4G",52,2013-11-29 23:27:16,0,96,0.004
"4G",73,2010-12-09 23:27:16,2,97,0.029
"4G",77,2012-03-14 23:27:16,7,77,0.074
"landline",15,2014-08-30 22:27:16,8,77,0.01
"phone",67,2014-11-06 23:27:16,0,30,0.005
"landline",67,2011-05-13 22:27:16,0,31,0.009
"4G",78,2010-11-23 23:27:16,7,17,0.451
"phone",30,2014-02-25 23:27:16,0,68,0.003
"4G",22,2014-01-11 23:27:16,0,108,0.003
"phone",79,2013-12-31 23:27:16,1,14,0.035
"phone",46,2012-08-27 22:27:16,0,24,0.017
"4G",22,2010-10-26 22:27:16,0,80,0.012
"phone",28,2014-04-11 22:27:16,4,38,0.028
"phone",56,2011-10-01 22:27:16,5,105,0.03
"fiber",65,2015-01-10 23:27:16,5,60,0.023
"fiber",49,2013-02-23 23:27:16,1,25,0.057
"phone",52,2010-09-02 22:27:16,3,74,0.036
"fiber",7,2015-07-23 22:27:16,8,19,0.047
"4G",62,2014-11-29 23:27:16,8,11,0.161
"4G",73,2015-05-31 22:27:16,1,107,0.002
"4G",54,2011-10-23 22:27:16,2,25,0.094
"4G",43,2013-10-21 22:27:16,0,106,0.004
"landline",19,2011-02-04 23:27:16,0,86,0.004
"phone",41,2013-11-07 23:27:16,0,95,0.003
"phone",74,2015-12-05 23:27:16,1,17,0.0
"phone",4,2010-07-23 22:27:16,3,80,0.034
"4G",34,2013-09-23 22:27:16,1,92,0.009
"4G",50,2014-08-08 22:27:16,0,25,0.01
"phone",59,2012-06-04 22:27:16,3,32,0.056
"4G",27,2012-03-23 23:27:16,0,86,0.008
"4G",17,2012-11-14 23:27:16,2,21,0.083
"fiber",65,2011-09-07 22:27:16,2,80,0.04
"phone",49,2011-08-08 22:27:16,5,11,0.3
"fiber",80,2012-12-09 23:27:16,2,94,0.024
"fiber",31,2010-12-26 23:27:16,0,33,0.038
"phone",15,2015-06-16 22:27:16,0,97,0.001
"phone",54,2015-03-26 23:27:16,0,76,0.001
"4G",63,2011-11-15 23:27:16,0,74,0.01
"phone",66,2011-05-20 22:27:16,0,97,0.006
"landline",48,2013-07-26 22:27:16,5,46,0.02
"fiber",80,2012-10-20 22:27:16,2,40,0.06
"4G",65,2015-09-11 22:27:16,1,56,0.002
"phone",62,2015-04-17 22:27:16,2,91,0.003
"phone",52,2011-12-18 23:27:16,0,109,0.005
"4G",68,2010-12-09 23:27:16,0,57,0.017
"fiber",34,2010-10-12 22:27:16,4,102,0.064
"landline",19,2015-06-30 22:27:16,1,104,0.001
"4G",75,2015-06-16 22:27:16,0,58,0.002
"4G",45,2010-11-29 23:27:16,7,35,0.218
"phone",30,2013-01-21 23:27:16,1,86,0.008
"phone",40,2013-07-08 22:27:16,4,34,0.045
"fiber",39,2014-06-09 22:27:16,0,55,0.007
"fiber",54,2011-12-23 23:27:16,0,106,0.009
"fiber",0,2015-07-18 22:27:16,3,37,0.011
"4G",34,2015-06-03 22:27:16,0,91,0.001
"4G",66,2012-04-19 22:27:16,1,11,0.126
"landline",14,2013-07-06 22:27:16,1,89,0.003
"phone",73,2014-06-18 22:27:16,1,78,0.005
"4G",44,2012-05-24 22:27:16,9,69,0.098
"phone",20,2013-11-11 23:27:16,0,22,0.012
"4G",43,2015-03-04 23:27:16,9,16,0.092
"4G",23,2010-07-30 22:27:16,0,42,0.024
"4G",72,2012-07-09 22:27:16,7,87,0.06
"4G",47,2014-07-24 22:27:16,8,94,0.025
"phone",40,2010-12-25 23:27:16,1,49,0.026
"fiber",18,2013-06-22 22:27:16,7,67,0.075
"4G",69,2012-06-09 22:27:16,4,92,0.036
"landline",47,2013-03-07 23:27:16,0,54,0.003
"4G",5,2011-09-06 22:27:16,0,25,0.032
"fiber",25,2012-07-07 22:27:16,1,40,0.043
"4G",46,2011-07-31 22:27:16,9,29,0.285
"4G",77,2014-06-10 22:27:16,1,49,0.012
"phone",6,2014-04-17 22:27:16,0,68,0.003
"fiber",37,2011-01-15 23:27:16,1,38,0.065
"4G",19,2013-06-23 22:27:16,0,94,0.005
"4G",61,2011-05-01 22:27:16,6,70,0.088
"phone",62,2010-07-22 22:27:16,0,106,0.006
"landline",77,2012-09-12 22:27:16,8,93,0.02
"phone",66,2012-01-09 23:27:16,0,91,0.005
"4G",44,2011-12-21 23:27:16,1,20,0.075
"4G",3,2012-10-10 22:27:16,0,95,0.006
"phone",58,2015-06-30 22:27:16,0,97,0.001
"4G",7,2014-04-27 22:27:16,2,10,0.093
"fiber",27,2015-08-29 22:27:16,1,36,0.004
"phone",77,2012-11-12 23:27:16,5,28,0.083
"4G",69,2011-11-19 23:27:16,3,72,0.043
"landline",76,2011-12-23 23:27:16,3,72,0.014
"4G",72,2013-06-18 22:27:16,0,104,0.005
"phone",21,2011-02-23 23:27:16,0,52,0.012
"4G",55,2011-12-26 23:27:16,1,71,0.021
"phone",76,2015-02-11 23:27:16,7,41,0.021
"fiber",32,2014-02-27 23:27:16,1,51,0.018
"fiber",60,2015-06-01 22:27:16,5,12,0.068
"phone",12,2012-08-22 22:27:16,1,66,0.013
"4G",16,2011-12-08 23:27:16,1,63,0.024
"phone",72,2010-11-18 23:27:16,0,72,0.009
"4G",6,2014-03-04 23:27:16,1,49,0.014
"phone",73,2015-03-20 23:27:16,8,32,0.026
"phone",29,2011-08-14 22:27:16,0,23,0.024
"phone",3,2013-06-22 22:27:16,9,60,0.052
"4G",75,2010-11-15 23:27:16,1,40,0.048
"fiber",14,2011-12-09 23:27:16,0,40,0.025
"4G",31,2015-11-04 23:27:16,2,26,0.002
"4G",68,2012-03-06 23:27:16,0,105,0.007
"phone",29,2013-03-22 23:27:16,1,69,0.01
"4G",5,2014-12-10 23:27:16,2,74,0.008
"landline",18,2010-10-17 22:27:16,1,75,0.009
"phone",28,2013-05-18 22:27:16,1,104,0.006
"fiber",60,2014-05-12 22:27:16,0,12,0.033
"fiber",8,2012-08-12 22:27:16,4,103,0.041
"4G",77,2014-04-27 22:27:16,0,96,0.003
"landline",24,2011-03-01 23:27:16,3,109,0.011
"4G",26,2014-08-24 22:27:16,5,94,0.016
"fiber",75,2011-07-23 22:27:16,0,45,0.025
"phone",11,2013-08-09 22:27:16,0,59,0.005
"phone",66,2015-02-22 23:27:16,0,87,0.001
"4G",21,2011-07-16 22:27:16,1,86,0.019
"phone",63,2011-10-14 22:27:16,3,56,0.038
"4G",9,2013-04-05 22:27:16,3,34,0.06
"landline",40,2015-01-10 23:27:16,1,20,0.006
"phone",43,2010-08-26 22:27:16,1,72,0.019
"phone",28,2012-02-19 23:27:16,2,31,0.047
"fiber",68,2013-10-16 22:27:16,0,102,0.005
"landline",8,2013-07-28 22:27:16,1,31,0.01
"4G",58,2010-08-19 22:27:16,0,54,0.019
"phone",34,2012-04-25 22:27:16,1,30,0.031
"4G",49,2013-04-02 22:27:16,9,60,0.085
"4G",32,2015-06-09 22:27:16,0,65,0.001
"phone",20,2011-01-27 23:27:16,0,28,0.022
"phone",19,2013-07-23 22:27:16,0,81,0.004
"phone",63,2013-08-21 22:27:16,1,67,0.009
"landline",46,2013-03-24 23:27:16,5,30,0.034
"phone",26,2013-09-08 22:27:16,0,73,0.004
"fiber",27,2011-11-14 23:27:16,6,72,0.1
"4G",0,2013-06-19 22:27:16,1,19,0.05
"4G",16,2012-10-30 23:27:16,0,71,0.008
"fiber",64,2012-03-26 22:27:16,2,53,0.053
"phone",78,2010-10-09 22:27:16,0,95,0.007
"landline",55,2014-02-04 23:27:16,0,33,0.004
"phone",53,2014-08-04 22:27:16,0,43,0.004
"4G",20,2015-07-20 22:27:16,4,98,0.004
"fiber",42,2013-02-16 23:27:16,9,94,0.076
"fiber",66,2014-05-17 22:27:16,6,18,0.155
"phone",9,2012-08-22 22:27:16,2,103,0.012
"fiber",17,2011-05-19 22:27:16,1,94,0.025
"4G",44,2012-07-11 22:27:16,3,42,0.062
"4G",50,2011-01-01 23:27:16,9,37,0.253
"4G",28,2014-04-14 22:27:16,3,46,0.027
"4G",66,2015-11-22 23:27:16,0,92,0.0
"phone",66,2013-07-05 22:27:16,4,13,0.119
"fiber",58,2011-09-07 22:27:16,1,94,0.023
"4G",71,2015-02-02 23:27:16,0,38,0.004
"4G",30,2011-10-06 22:27:16,0,22,0.036
"phone",8,2012-09-02 22:27:16,3,64,0.026
"phone",1,2012-09-02 22:27:16,6,89,0.033
"landline",43,2011-02-02 23:27:16,3,81,0.015
"landline",34,2011-07-24 22:27:16,2,101,0.008
"4G",74,2013-06-02 22:27:16,1,69,0.014
"4G",72,2012-06-07 22:27:16,0,93,0.007
"phone",9,2014-01-09 23:27:16,0,28,0.009
"4G",40,2015-06-11 22:27:16,1,34,0.006
"phone",64,2013-01-29 23:27:16,0,98,0.004
"phone",29,2013-05-08 22:27:16,0,100,0.003
"4G",8,2013-07-25 22:27:16,5,88,0.031
"fiber",15,2012-05-25 22:27:16,0,31,0.029
"4G",21,2015-10-26 23:27:16,9,82,0.003
"4G",10,2012-03-11 23:27:16,1,21,0.068
"phone",25,2012-02-27 23:27:16,3,57,0.034
"landline",25,2014-05-18 22:27:16,0,72,0.001
"4G",1,2013-11-01 23:27:16,0,43,0.009
"landline",37,2014-07-15 22:27:16,0,59,0.002
"phone",13,2014-02-03 23:27:16,6,20,0.082
"4G",26,2014-02-05 23:27:16,0,42,0.008
"4G",66,2012-11-18 23:27:16,1,64,0.018
"fiber",41,2010-09-14 22:27:16,0,34,0.039
"phone",74,2012-04-10 22:27:16,1,106,0.009
"landline",43,2013-10-13 22:27:16,7,29,0.038
"phone",5,2015-01-18 23:27:16,0,94,0.001
"phone",57,2014-07-05 22:27:16,1,30,0.012
"fiber",61,2015-03-12 23:27:16,6,93,0.014
"fiber",22,2014-10-13 22:27:16,10,76,0.043
"landline",9,2012-10-29 23:27:16,10,103,0.021
"phone",54,2013-01-12 23:27:16,0,65,0.006
"phone",78,2014-10-16 22:27:16,0,101,0.001
"4G",71,2015-01-23 23:27:16,4,76,0.011
"phone",55,2011-04-30 22:27:16,1,10,0.117
"4G",73,2013-07-18 22:27:16,0,62,0.007
"phone",6,2010-12-16 23:27:16,0,104,0.006
"phone",77,2010-12-04 23:27:16,3,50,0.051
"4G",62,2015-10-17 22:27:16,1,72,0.001
"phone",43,2012-04-03 22:27:16,2,81,0.017
"4G",65,2015-06-08 22:27:16,10,36,0.03
"landline",30,2015-09-20 22:27:16,1,78,0.0
"landline",18,2014-11-27 23:27:16,0,96,0.001
"phone",25,2015-01-15 23:27:16,1,54,0.004
"landline",40,2011-03-07 23:27:16,3,35,0.034
"phone",23,2014-09-10 22:27:16,1,109,0.003
"phone",6,2013-08-06 22:27:16,4,82,0.018
"fiber",28,2010-08-01 22:27:16,3,57,0.095
"4G",30,2013-09-19 22:27:16,4,73,0.029
"fiber",54,2014-02-12 23:27:16,2,30,0.046
"4G",59,2012-12-25 23:27:16,1,83,0.014
"landline",2,2010-08-09 22:27:16,2,11,0.092
"phone",8,2011-03-24 23:27:16,6,43,0.097
"landline",65,2011-10-19 22:27:16,0,47,0.006
"4G",17,2011-10-30 23:27:16,4,98,0.04
"phone",14,2011-02-16 23:27:16,8,46,0.119
"phone",44,2012-12-15 23:27:16,0,45,0.008
"4G",63,2012-10-09 22:27:16,0,12,0.05
"4G",30,2011-03-27 22:27:16,1,36,0.05
"phone",54,2014-03-12 23:27:16,2,97,0.007
"fiber",8,2012-07-02 22:27:16,0,36,0.024
"phone",27,2014-03-16 23:27:16,9,62,0.036
"phone",15,2012-10-03 22:27:16,0,84,0.005
"landline",25,2013-05-03 22:27:16,3,57,0.012
"4G",4,2011-10-30 23:27:16,0,51,0.015
"landline",79,2011-03-26 23:27:16,10,68,0.048
"phone",33,2012-07-07 22:27:16,0,13,0.033
"4G",20,2014-03-30 22:27:16,5,24,0.081
"landline",72,2015-05-19 22:27:16,0,36,0.001
"landline",8,2014-11-07 23:27:16,2,32,0.007
"4G",31,2015-08-22 22:27:16,7,47,0.01
"4G",62,2014-02-14 23:27:16,0,54,0.006
"landline",39,2012-11-12 23:27:16,1,12,0.032
"4G",15,2013-12-06 23:27:16,4,28,0.068
"phone",64,2015-02-25 23:27:16,0,37,0.003
"phone",41,2011-03-30 22:27:16,0,94,0.006
"4G",36,2013-06-02 22:27:16,3,42,0.046
"4G",49,2014-04-02 22:27:16,4,19,0.085
"landline",76,2015-06-11 22:27:16,5,103,0.002
"phone",71,2013-09-21 22:27:16,1,51,0.011
"fiber",1,2015-04-30 22:27:16,8,80,0.018
"4G",16,2011-07-29 22:27:16,0,52,0.016
"fiber",50,2013-02-15 23:27:16,1,74,0.019
"fiber",40,2011-10-24 22:27:16,0,32,0.033
"4G",39,2012-07-19 22:27:16,0,20,0.032
"4G",20,2013-12-16 23:27:16,2,48,0.024
"phone",69,2014-07-17 22:27:16,0,13,0.014
"fiber",3,2013-07-22 22:27:16,3,97,0.025
"fiber",62,2015-04-12 22:27:16,0,93,0.002
"4G",3,2014-11-22 23:27:16,0,48,0.004
"fiber",57,2014-12-03 23:27:16,1,101,0.005
"4G",25,2013-08-31 22:27:16,1,67,0.013
"4G",4,2010-11-28 23:27:16,2,35,0.082
"phone",15,2010-09-09 22:27:16,0,30,0.022
"phone",66,2013-07-27 22:27:16,0,65,0.005
"phone",77,2012-06-28 22:27:16,1,86,0.01
"phone",62,2010-08-10 22:27:16,4,48,0.07
"phone",2,2015-07-16 22:27:16,1,44,0.002
"phone",18,2014-07-04 22:27:16,1,43,0.008
"4G",12,2011-01-07 23:27:16,9,53,0.176
"phone",22,2011-03-29 22:27:16,0,103,0.006
"landline",57,2013-10-14 22:27:16,0,48,0.003
"fiber",66,2015-04-15 22:27:16,0,15,0.011
"phone",1,2011-09-26 22:27:16,0,57,0.009
"phone",48,2012-12-18 23:27:16,0,38,0.01
"phone",72,2013-09-16 22:27:16,1,100,0.006
"phone",59,2015-08-21 22:27:16,0,28,0.001
"phone",40,2014-06-07 22:27:16,0,43,0.004
"phone",51,2011-03-01 23:27:16,0,56,0.011
"landline",73,2015-02-01 23:27:16,0,77,0.001
"4G",57,2015-06-17 22:27:16,1,64,0.003
"4G",49,2015-05-22 22:27:16,0,54,0.002
"fiber",2,2010-10-24 22:27:16,4,55,0.118
"phone",16,2010-12-14 23:27:16,10,101,0.069
"4G",27,2011-08-05 22:27:16,0,102,0.008
"4G",31,2011-10-01 22:27:16,0,94,0.008
"landline",38,2015-03-09 23:27:16,0,90,0.001
"phone",71,2013-10-14 22:27:16,0,25,0.011
"phone",0,2011-01-27 23:27:16,0,81,0.008
"phone",66,2014-09-16 22:27:16,2,105,0.004
"phone",24,2011-12-17 23:27:16,1,58,0.017
"4G",15,2015-01-05 23:27:16,2,106,0.005
"landline",71,2014-07-10 22:27:16,2,104,0.003
"4G",66,2013-09-28 22:27:16,0,15,0.028
"phone",51,2011-07-12 22:27:16,1,80,0.014
"4G",5,2013-06-21 22:27:16,1,57,0.016
"4G",46,2014-01-05 23:27:16,0,78,0.005
"phone",10,2012-11-14 23:27:16,0,33,0.012
"phone",58,2014-11-16 23:27:16,0,18,0.008
"fiber",9,2014-05-25 22:27:16,2,21,0.056
"landline",5,2011-08-11 22:27:16,0,34,0.008
"phone",76,2012-07-13 22:27:16,1,69,0.013
"4G",16,2015-09-22 22:27:16,5,88,0.003
"phone",24,2013-04-20 22:27:16,9,92,0.036
"phone",45,2010-10-30 22:27:16,1,63,0.021
"fiber",32,2015-01-28 23:27:16,1,105,0.004
"4G",18,2011-01-17 23:27:16,2,11,0.253
"phone",46,2012-11-20 23:27:16,0,98,0.004
"fiber",35,2014-06-22 22:27:16,1,51,0.015
"4G",33,2012-01-30 23:27:16,1,26,0.056
"fiber",27,2010-09-03 22:27:16,1,49,0.054
"phone",34,2015-05-07 22:27:16,0,59,0.001
"4G",17,2015-03-02 23:27:16,0,25,0.006
"4G",54,2014-09-24 22:27:16,0,71,0.003
"phone",77,2015-08-23 22:27:16,0,99,0.0
"4G",51,2013-08-04 22:27:16,4,23,0.097
"phone",77,2012-03-21 23:27:16,0,102,0.005
"phone",64,2015-10-22 22:27:16,6,77,0.002
"phone",34,2012-07-16 22:27:16,0,56,0.008
"phone",76,2014-02-16 23:27:16,0,50,0.005
"landline",70,2014-08-03 22:27:16,4,30,0.014
"fiber",18,2014-01-18 23:27:16,0,17,0.028
"phone",29,2011-08-11 22:27:16,2,21,0.078
"phone",69,2012-02-10 23:27:16,0,91,0.005
"4G",44,2014-03-30 22:27:16,6,44,0.051
"phone",20,2014-12-16 23:27:16,0,55,0.002
"fiber",41,2010-06-27 22:27:16,4,74,0.093
"phone",3,2011-04-14 22:27:16,0,72,0.008
"4G",38,2013-10-21 22:27:16,1,104,0.008
"4G",31,2013-04-05 22:27:16,1,19,0.054
"phone",21,2011-03-30 22:27:16,0,79,0.008
"fiber",38,2014-05-31 22:27:16,1,25,0.031
"phone",24,2015-12-09 23:27:16,3,99,0.0
"4G",56,2012-12-18 23:27:16,3,45,0.05
"4G",16,2014-11-24 23:27:16,6,107,0.013
"4G",19,2015-08-11 22:27:16,5,29,0.013
"phone",66,2012-09-03 22:27:16,0,67,0.006
"4G",38,2015-08-22 22:27:16,1,71,0.002
"4G",67,2012-04-18 22:27:16,1,77,0.018
"landline",47,2015-03-24 23:27:16,0,28,0.002
"4G",22,2012-02-08 23:27:16,0,96,0.008
"phone",71,2012-02-23 23:27:16,1,41,0.023
"phone",79,2010-11-07 23:27:16,0,79,0.008
"4G",13,2014-07-29 22:27:16,0,14,0.019
"fiber",79,2013-01-15 23:27:16,2,44,0.05
"4G",34,2010-12-22 23:27:16,0,109,0.009
"landline",49,2015-04-11 22:27:16,2,55,0.002
"4G",44,2012-07-03 22:27:16,10,55,0.131
"phone",67,2015-02-25 23:27:16,1,57,0.004
"landline",28,2010-12-25 23:27:16,5,28,0.067
"phone",3,2013-08-06 22:27:16,2,36,0.025
"phone",76,2011-11-24 23:27:16,1,106,0.01
"landline",22,2010-08-29 22:27:16,0,99,0.003
"4G",76,2013-04-04 22:27:16,0,30,0.017
"phone",2,2014-06-05 22:27:16,2,64,0.009
"4G",15,2015-09-15 22:27:16,1,100,0.001
"fiber",73,2011-11-12 23:27:16,1,28,0.074
"phone",61,2013-11-04 23:27:16,0,15,0.018
"landline",43,2015-03-26 23:27:16,1,52,0.002
"phone",31,2013-03-11 23:27:16,1,64,0.011
"phone",79,2015-07-24 22:27:16,0,48,0.001
"phone",17,2012-11-29 23:27:16,4,75,0.026
"4G",47,2013-05-18 22:27:16,0,109,0.004
"4G",40,2015-01-27 23:27:16,9,95,0.018
"phone",5,2012-04-26 22:27:16,1,35,0.026
"phone",9,2015-12-06 23:27:16,0,58,0.0
"phone",70,2014-10-30 23:27:16,3,15,0.038
"phone",6,2011-01-14 23:27:16,1,45,0.028
"fiber",25,2015-03-27 23:27:16,8,23,0.071
"phone",8,2013-04-29 22:27:16,0,39,0.008
"phone",64,2012-05-01 22:27:16,1,67,0.014
"4G",11,2013-05-02 22:27:16,1,39,0.025
"landline",25,2010-08-13 22:27:16,1,27,0.025
"fiber",28,2013-05-15 22:27:16,3,18,0.145
"phone",42,2013-08-10 22:27:16,7,90,0.026
"phone",26,2010-08-08 22:27:16,2,59,0.034
"fiber",7,2012-03-18 23:27:16,2,92,0.031
"4G",69,2014-01-16 23:27:16,0,77,0.005
"phone",48,2011-03-06 23:27:16,1,78,0.015
"phone",30,2011-09-06 22:27:16,0,81,0.007
"phone",1,2013-05-28 22:27:16,0,21,0.015
"4G",39,2011-12-14 23:27:16,1,32,0.047
"landline",27,2011-06-12 22:27:16,0,82,0.003
"4G",14,2011-07-29 22:27:16,0,109,0.008
"4G",72,2013-01-10 23:27:16,1,46,0.024
"phone",8,2011-11-23 23:27:16,2,11,0.14
"phone",24,2010-11-18 23:27:16,4,37,0.086
"landline",32,2012-04-20 22:27:16,1,109,0.004
"fiber",74,2014-02-07 23:27:16,8,73,0.058
"landline",39,2012-07-13 22:27:16,1,110,0.004
"phone",50,2015-06-04 22:27:16,1,56,0.002
"4G",61,2013-04-30 22:27:16,0,89,0.006
"fiber",68,2011-01-09 23:27:16,3,89,0.056
"4G",37,2013-08-22 22:27:16,0,59,0.007
"fiber",64,2015-06-22 22:27:16,1,104,0.002
"phone",26,2015-09-19 22:27:16,0,93,0.0
"landline",76,2011-08-30 22:27:16,5,28,0.058
"phone",79,2014-01-10 23:27:16,5,44,0.033
"phone",55,2014-07-16 22:27:16,0,77,0.002
"landline",8,2013-12-07 23:27:16,2,53,0.007
"4G",22,2010-12-21 23:27:16,6,72,0.092
"4G",48,2012-01-28 23:27:16,4,46,0.08
"phone",72,2011-12-25 23:27:16,0,92,0.005
"4G",38,2011-10-22 22:27:16,0,60,0.013
"phone",70,2015-10-30 23:27:16,0,95,0.0
"4G",67,2015-11-07 23:27:16,0,102,0.0
"4G",17,2013-11-06 23:27:16,0,17,0.023
"landline",1,2014-07-24 22:27:16,0,103,0.001
"4G",47,2015-11-10 23:27:16,0,110,0.0
"phone",64,2014-11-06 23:27:16,0,94,0.001
"landline",7,2011-11-10 23:27:16,1,92,0.006
"4G",39,2014-05-08 22:27:16,1,80,0.008
"4G",64,2012-05-24 22:27:16,4,18,0.187
"4G",22,2010-08-13 22:27:16,1,52,0.039
"4G",74,2012-01-22 23:27:16,0,108,0.007
"phone",70,2011-02-09 23:27:16,0,50,0.012
"phone",22,2013-07-30 22:27:16,4,27,0.055
"4G",38,2012-01-05 23:27:16,1,107,0.014
"fiber",3,2013-09-25 22:27:16,0,65,0.009
"landline",6,2011-02-04 23:27:16,0,108,0.003
"phone",31,2012-09-15 22:27:16,1,24,0.034
"phone",5,2012-04-02 22:27:16,0,43,0.011
"landline",15,2014-12-01 23:27:16,0,108,0.001
"landline",42,2011-08-29 22:27:16,0,58,0.005
"4G",67,2014-06-13 22:27:16,4,39,0.036
"landline",79,2015-11-24 23:27:16,7,30,0.001
"phone",44,2011-01-10 23:27:16,4,59,0.053
"4G",42,2013-03-03 23:27:16,0,16,0.033
"phone",54,2010-10-13 22:27:16,1,59,0.022
"4G",76,2012-12-31 23:27:16,0,21,0.027
"landline",38,2013-10-21 22:27:16,1,84,0.003
"4G",50,2015-08-15 22:27:16,0,21,0.003
"phone",73,2015-04-30 22:27:16,1,14,0.011
"4G",71,2015-03-11 23:27:16,0,24,0.006
"phone",69,2014-06-18 22:27:16,1,17,0.022
"fiber",47,2013-12-07 23:27:16,1,68,0.015
"phone",26,2014-12-23 23:27:16,0,91,0.001
"fiber",41,2015-11-14 23:27:16,0,109,0.0
"landline",14,2012-04-29 22:27:16,0,94,0.002
"fiber",18,2013-10-26 22:27:16,4,51,0.053
"fiber",13,2012-08-05 22:27:16,2,45,0.056
"phone",23,2013-11-15 23:27:16,3,97,0.011
"landline",76,2010-07-15 22:27:16,1,75,0.009
"phone",23,2012-05-31 22:27:16,6,91,0.034
"4G",49,2013-01-06 23:27:16,4,36,0.077
"phone",31,2011-04-08 22:27:16,0,73,0.008
"phone",57,2013-05-06 22:27:16,0,80,0.004
"phone",9,2014-06-13 22:27:16,0,24,0.008
"phone",65,2014-12-03 23:27:16,5,52,0.015
"phone",58,2014-08-04 22:27:16,1,57,0.006
"phone",8,2010-09-22 22:27:16,2,97,0.02
"phone",52,2014-10-04 22:27:16,4,72,0.01
"4G",65,2015-04-02 22:27:16,2,71,0.006
"4G",24,2014-07-24 22:27:16,1,91,0.006
"fiber",45,2015-03-15 23:27:16,6,14,0.095
"landline",36,2013-10-10 22:27:16,2,93,0.004
"fiber",68,2010-08-11 22:27:16,0,77,0.018
"4G",57,2010-07-26 22:27:16,0,26,0.039
"phone",17,2014-11-05 23:27:16,1,87,0.003
"4G",52,2011-02-15 23:27:16,2,33,0.083
"phone",22,2013-10-23 22:27:16,1,63,0.009
"fiber",29,2013-05-16 22:27:16,2,82,0.024
"4G",48,2011-07-08 22:27:16,3,43,0.078
"landline",61,2014-07-14 22:27:16,0,13,0.007
"phone",50,2014-08-20 22:27:16,0,80,0.002
"phone",29,2011-03-12 23:27:16,0,25,0.024
"landline",62,2013-04-11 22:27:16,0,47,0.004
"fiber",54,2012-02-02 23:27:16,2,14,0.209
"fiber",75,2011-08-23 22:27:16,0,86,0.013
"4G",53,2010-10-12 22:27:16,6,24,0.286
"fiber",37,2014-02-11 23:27:16,1,22,0.042
"4G",4,2011-06-02 22:27:16,0,75,0.011
"4G",59,2015-08-30 22:27:16,3,35,0.006
"landline",18,2015-11-16 23:27:16,1,43,0.0
"4G",28,2010-09-05 22:27:16,0,93,0.011
"fiber",20,2014-01-14 23:27:16,1,54,0.018
"4G",45,2014-06-08 22:27:16,0,17,0.017
"4G",59,2013-01-17 23:27:16,2,105,0.016
"phone",43,2012-04-30 22:27:16,0,81,0.006
"phone",24,2011-04-13 22:27:16,2,73,0.024
"phone",45,2013-07-22 22:27:16,0,62,0.005
"4G",45,2015-01-27 23:27:16,5,43,0.023
"4G",78,2012-09-05 22:27:16,2,14,0.133
"phone",54,2013-01-19 23:27:16,1,90,0.008
"fiber",10,2014-10-23 22:27:16,3,81,0.014
"phone",78,2012-09-13 22:27:16,0,74,0.006
"4G",52,2014-04-02 22:27:16,1,57,0.011
"4G",33,2014-09-06 22:27:16,4,43,0.028
"phone",36,2014-03-13 23:27:16,0,79,0.003
"phone",39,2014-07-21 22:27:16,0,86,0.002
"fiber",67,2013-02-02 23:27:16,0,43,0.017
"landline",8,2011-04-20 22:27:16,7,50,0.047
"4G",70,2013-07-20 22:27:16,8,34,0.12
"4G",52,2014-12-15 23:27:16,1,87,0.004
"phone",3,2013-01-04 23:27:16,0,45,0.008
"phone",2,2010-09-24 22:27:16,1,51,0.026
"phone",80,2011-02-15 23:27:16,4,95,0.032
"fiber",80,2015-05-09 22:27:16,0,28,0.005
"phone",73,2010-09-26 22:27:16,1,29,0.045
"4G",79,2015-01-07 23:27:16,1,18,0.02
"phone",1,2010-07-03 22:27:16,8,26,0.238
"4G",3,2015-03-17 23:27:16,6,29,0.034
"fiber",14,2010-09-05 22:27:16,4,62,0.107
"landline",44,2013-02-05 23:27:16,0,69,0.003
"4G",38,2014-08-08 22:27:16,0,71,0.004
"fiber",20,2014-07-16 22:27:16,1,28,0.025
"4G",7,2015-04-04 22:27:16,1,20,0.013
"fiber",47,2013-08-16 22:27:16,3,77,0.031
"phone",22,2013-02-17 23:27:16,0,108,0.003
